地區,政黨,號次,得票數,得票率
臺北市中山區聚葉里,台灣團結聯盟,4,242,10.29%
臺北市中山區聚葉里,中國國民黨,5,1047,44.53%
臺北市中山區聚葉里,新黨,6,64,2.72%
臺北市中山區聚葉里,健保免費連線,7,22,0.93%
臺北市中山區聚葉里,綠黨,8,51,2.16%
臺北市中山區聚葉里,親民黨,9,140,5.95%
臺北市中山區聚葉里,中華民國臺灣基本法連線,10,5,0.21%
臺北市中山區聚葉里,台灣主義黨,11,3,0.12%
臺北市中山區圓山里,台灣國民會議,1,12,0.46%
臺北市中山區圓山里,人民最大黨,2,10,0.38%
臺北市中山區圓山里,民主進步黨,3,887,34.23%
臺北市中山區圓山里,台灣團結聯盟,4,254,9.80%
臺北市中山區圓山里,中國國民黨,5,1101,42.49%
臺北市中山區圓山里,新黨,6,70,2.70%
臺北市中山區圓山里,健保免費連線,7,19,0.73%
臺北市中山區圓山里,綠黨,8,71,2.74%
臺北市中山區圓山里,親民黨,9,165,6.36%
臺北市中山區圓山里,中華民國臺灣基本法連線,10,1,0.03%
臺北市中山區圓山里,台灣主義黨,11,1,0.03%
臺北市中山區晴光里,台灣國民會議,1,32,1.05%
臺北市中山區晴光里,人民最大黨,2,9,0.29%
臺北市中山區晴光里,民主進步黨,3,872,28.75%
臺北市中山區晴光里,台灣團結聯盟,4,288,9.49%
臺北市中山區晴光里,中國國民黨,5,1437,47.37%
臺北市中山區晴光里,新黨,6,82,2.70%
臺北市中山區晴光里,健保免費連線,7,29,0.95%
臺北市中山區晴光里,綠黨,8,73,2.40%
臺北市中山區晴光里,親民黨,9,204,6.72%
臺北市中山區晴光里,中華民國臺灣基本法連線,10,4,0.13%
臺北市中山區晴光里,台灣主義黨,11,3,0.09%
臺北市中山區恆安里,台灣國民會議,1,22,0.83%
臺北市中山區恆安里,人民最大黨,2,10,0.37%
臺北市中山區恆安里,民主進步黨,3,797,30.24%
臺北市中山區恆安里,台灣團結聯盟,4,248,9.41%
臺北市中山區恆安里,中國國民黨,5,1239,47.02%
臺北市中山區恆安里,新黨,6,76,2.88%
臺北市中山區恆安里,健保免費連線,7,20,0.75%
臺北市中山區恆安里,綠黨,8,43,1.63%
臺北市中山區恆安里,親民黨,9,177,6.71%
臺北市中山區恆安里,中華民國臺灣基本法連線,10,2,0.07%
臺北市中山區恆安里,台灣主義黨,11,1,0.03%
臺北市中山區新庄里,台灣國民會議,1,24,0.74%
臺北市中山區新庄里,人民最大黨,2,13,0.40%
臺北市中山區新庄里,民主進步黨,3,1160,35.93%
臺北市中山區新庄里,台灣團結聯盟,4,327,10.13%
臺北市中山區新庄里,中國國民黨,5,1360,42.13%
臺北市中山區新庄里,新黨,6,73,2.26%
臺北市中山區新庄里,健保免費連線,7,26,0.80%
臺北市中山區新庄里,綠黨,8,69,2.13%
臺北市中山區新庄里,親民黨,9,169,5.23%
臺北市中山區新庄里,中華民國臺灣基本法連線,10,2,0.06%
臺北市中山區新庄里,台灣主義黨,11,5,0.15%
臺北市中山區劍潭里,台灣國民會議,1,19,0.76%
臺北市中山區劍潭里,人民最大黨,2,9,0.36%
臺北市中山區劍潭里,民主進步黨,3,281,11.30%
臺北市中山區劍潭里,台灣團結聯盟,4,73,2.93%
臺北市中山區劍潭里,中國國民黨,5,1714,68.97%
臺北市中山區劍潭里,新黨,6,165,6.63%
臺北市中山區劍潭里,健保免費連線,7,8,0.32%
臺北市中山區劍潭里,綠黨,8,49,1.97%
臺北市中山區劍潭里,親民黨,9,165,6.63%
臺北市中山區劍潭里,中華民國臺灣基本法連線,10,0,0.00%
臺北市中山區劍潭里,台灣主義黨,11,2,0.08%
臺北市中山區大直里,台灣國民會議,1,36,0.59%
臺北市中山區大直里,人民最大黨,2,27,0.44%
臺北市中山區大直里,民主進步黨,3,1555,25.78%
臺北市中山區大直里,台灣團結聯盟,4,478,7.92%
臺北市中山區大直里,中國國民黨,5,3140,52.07%
臺北市中山區大直里,新黨,6,241,3.99%
臺北市中山區大直里,健保免費連線,7,37,0.61%
臺北市中山區大直里,綠黨,8,179,2.96%
臺北市中山區大直里,親民黨,9,330,5.47%
臺北市中山區大直里,中華民國臺灣基本法連線,10,5,0.08%
臺北市中山區大直里,台灣主義黨,11,2,0.03%
臺北市中山區成功里,台灣國民會議,1,42,1.12%
臺北市中山區成功里,人民最大黨,2,10,0.26%
臺北市中山區成功里,民主進步黨,3,1088,29.23%
臺北市中山區成功里,台灣團結聯盟,4,268,7.20%
臺北市中山區成功里,中國國民黨,5,1811,48.66%
臺北市中山區成功里,新黨,6,146,3.92%
臺北市中山區成功里,健保免費連線,7,29,0.77%
臺北市中山區成功里,綠黨,8,112,3.00%
臺北市中山區成功里,親民黨,9,212,5.69%
臺北市中山區成功里,中華民國臺灣基本法連線,10,2,0.05%
臺北市中山區成功里,台灣主義黨,11,1,0.02%
臺北市中山區永安里,台灣國民會議,1,53,0.93%
臺北市中山區永安里,人民最大黨,2,12,0.21%
臺北市中山區永安里,民主進步黨,3,1684,29.76%
臺北市中山區永安里,台灣團結聯盟,4,472,8.34%
臺北市中山區永安里,中國國民黨,5,2686,47.48%
臺北市中山區永安里,新黨,6,223,3.94%
臺北市中山區永安里,健保免費連線,7,26,0.45%
臺北市中山區永安里,綠黨,8,163,2.88%
臺北市中山區永安里,親民黨,9,333,5.88%
臺北市中山區永安里,中華民國臺灣基本法連線,10,4,0.07%
臺北市中山區永安里,台灣主義黨,11,1,0.01%
臺北市中山區大佳里,台灣國民會議,1,6,0.86%
臺北市中山區大佳里,人民最大黨,2,2,0.28%
臺北市中山區大佳里,民主進步黨,3,307,44.04%
臺北市中山區大佳里,台灣團結聯盟,4,105,15.06%
臺北市中山區大佳里,中國國民黨,5,217,31.13%
臺北市中山區大佳里,新黨,6,9,1.29%
臺北市中山區大佳里,健保免費連線,7,7,1.00%
臺北市中山區大佳里,綠黨,8,8,1.14%
臺北市中山區大佳里,親民黨,9,31,4.44%
臺北市中山區大佳里,中華民國臺灣基本法連線,10,0,0.00%
臺北市中山區大佳里,台灣主義黨,11,5,0.71%
臺北市中山區金泰里,台灣國民會議,1,32,0.76%
臺北市中山區金泰里,人民最大黨,2,12,0.28%
臺北市中山區金泰里,民主進步黨,3,1162,27.67%
臺北市中山區金泰里,台灣團結聯盟,4,309,7.35%
臺北市中山區金泰里,中國國民黨,5,2102,50.05%
臺北市中山區金泰里,新黨,6,139,3.31%
臺北市中山區金泰里,健保免費連線,7,26,0.61%
臺北市中山區金泰里,綠黨,8,119,2.83%
臺北市中山區金泰里,親民黨,9,289,6.88%
臺北市中山區金泰里,中華民國臺灣基本法連線,10,6,0.14%
臺北市中山區金泰里,台灣主義黨,11,3,0.07%
臺北市中山區北安里,台灣國民會議,1,12,0.69%
臺北市中山區北安里,人民最大黨,2,3,0.17%
臺北市中山區北安里,民主進步黨,3,392,22.59%
臺北市中山區北安里,台灣團結聯盟,4,116,6.68%
臺北市中山區北安里,中國國民黨,5,929,53.54%
臺北市中山區北安里,新黨,6,118,6.80%
臺北市中山區北安里,健保免費連線,7,7,0.40%
臺北市中山區北安里,綠黨,8,50,2.88%
臺北市中山區北安里,親民黨,9,105,6.05%
臺北市中山區北安里,中華民國臺灣基本法連線,10,0,0.00%
臺北市中山區北安里,台灣主義黨,11,3,0.17%
臺北市中山區新喜里,台灣國民會議,1,24,0.72%
臺北市中山區新喜里,人民最大黨,2,10,0.30%
臺北市中山區新喜里,民主進步黨,3,1180,35.72%
臺北市中山區新喜里,台灣團結聯盟,4,351,10.62%
臺北市中山區新喜里,中國國民黨,5,1338,40.50%
臺北市中山區新喜里,新黨,6,63,1.90%
臺北市中山區新喜里,健保免費連線,7,29,0.87%
臺北市中山區新喜里,綠黨,8,94,2.84%
臺北市中山區新喜里,親民黨,9,207,6.26%
臺北市中山區新喜里,中華民國臺灣基本法連線,10,2,0.06%
臺北市中山區新喜里,台灣主義黨,11,5,0.15%
臺北市中山區新福里,台灣國民會議,1,33,1.01%
臺北市中山區新福里,人民最大黨,2,14,0.43%
臺北市中山區新福里,民主進步黨,3,1213,37.42%
臺北市中山區新福里,台灣團結聯盟,4,356,10.98%
臺北市中山區新福里,中國國民黨,5,1286,39.67%
臺北市中山區新福里,新黨,6,43,1.32%
臺北市中山區新福里,健保免費連線,7,27,0.83%
臺北市中山區新福里,綠黨,8,75,2.31%
臺北市中山區新福里,親民黨,9,182,5.61%
臺北市中山區新福里,中華民國臺灣基本法連線,10,3,0.09%
臺北市中山區新福里,台灣主義黨,11,9,0.27%
臺北市中山區松江里,台灣國民會議,1,46,1.10%
臺北市中山區松江里,人民最大黨,2,20,0.48%
臺北市中山區松江里,民主進步黨,3,1432,34.42%
臺北市中山區松江里,台灣團結聯盟,4,423,10.16%
臺北市中山區松江里,中國國民黨,5,1764,42.40%
臺北市中山區松江里,新黨,6,82,1.97%
臺北市中山區松江里,健保免費連線,7,28,0.67%
臺北市中山區松江里,綠黨,8,122,2.93%
臺北市中山區松江里,親民黨,9,235,5.64%
臺北市中山區松江里,中華民國臺灣基本法連線,10,2,0.04%
臺北市中山區松江里,台灣主義黨,11,6,0.14%
臺北市中山區新生里,台灣國民會議,1,26,0.80%
臺北市中山區新生里,人民最大黨,2,15,0.46%
臺北市中山區新生里,民主進步黨,3,1186,36.88%
臺北市中山區新生里,台灣團結聯盟,4,371,11.53%
臺北市中山區新生里,中國國民黨,5,1238,38.50%
臺北市中山區新生里,新黨,6,81,2.51%
臺北市中山區新生里,健保免費連線,7,22,0.68%
臺北市中山區新生里,綠黨,8,70,2.17%
臺北市中山區新生里,親民黨,9,200,6.22%
臺北市中山區新生里,中華民國臺灣基本法連線,10,2,0.06%
臺北市中山區新生里,台灣主義黨,11,4,0.12%
臺北市中山區中庄里,台灣國民會議,1,21,0.65%
臺北市中山區中庄里,人民最大黨,2,14,0.43%
臺北市中山區中庄里,民主進步黨,3,1123,34.89%
臺北市中山區中庄里,台灣團結聯盟,4,378,11.74%
臺北市中山區中庄里,中國國民黨,5,1317,40.92%
臺北市中山區中庄里,新黨,6,73,2.26%
臺北市中山區中庄里,健保免費連線,7,26,0.80%
臺北市中山區中庄里,綠黨,8,81,2.51%
臺北市中山區中庄里,親民黨,9,175,5.43%
臺北市中山區中庄里,中華民國臺灣基本法連線,10,3,0.09%
臺北市中山區中庄里,台灣主義黨,11,7,0.21%
臺北市中山區行政里,台灣國民會議,1,44,1.12%
臺北市中山區行政里,人民最大黨,2,16,0.40%
臺北市中山區行政里,民主進步黨,3,1179,30.17%
臺北市中山區行政里,台灣團結聯盟,4,443,11.33%
臺北市中山區行政里,中國國民黨,5,1722,44.07%
臺北市中山區行政里,新黨,6,108,2.76%
臺北市中山區行政里,健保免費連線,7,35,0.89%
臺北市中山區行政里,綠黨,8,95,2.43%
臺北市中山區行政里,親民黨,9,253,6.47%
臺北市中山區行政里,中華民國臺灣基本法連線,10,4,0.10%
臺北市中山區行政里,台灣主義黨,11,8,0.20%
臺北市中山區行仁里,台灣國民會議,1,45,0.86%
臺北市中山區行仁里,人民最大黨,2,15,0.28%
臺北市中山區行仁里,民主進步黨,3,1818,34.93%
臺北市中山區行仁里,台灣團結聯盟,4,628,12.06%
臺北市中山區行仁里,中國國民黨,5,2151,41.33%
臺北市中山區行仁里,新黨,6,89,1.71%
臺北市中山區行仁里,健保免費連線,7,53,1.01%
臺北市中山區行仁里,綠黨,8,100,1.92%
臺北市中山區行仁里,親民黨,9,292,5.61%
臺北市中山區行仁里,中華民國臺灣基本法連線,10,3,0.05%
臺北市中山區行仁里,台灣主義黨,11,10,0.19%
臺北市中山區行孝里,台灣國民會議,1,12,0.46%
臺北市中山區行孝里,人民最大黨,2,8,0.31%
臺北市中山區行孝里,民主進步黨,3,933,36.30%
臺北市中山區行孝里,台灣團結聯盟,4,261,10.15%
臺北市中山區行孝里,中國國民黨,5,1074,41.78%
臺北市中山區行孝里,新黨,6,46,1.78%
臺北市中山區行孝里,健保免費連線,7,26,1.01%
臺北市中山區行孝里,綠黨,8,49,1.90%
臺北市中山區行孝里,親民黨,9,156,6.07%
臺北市中山區行孝里,中華民國臺灣基本法連線,10,3,0.11%
臺北市中山區行孝里,台灣主義黨,11,2,0.07%
臺北市中山區下埤里,台灣國民會議,1,37,0.75%
臺北市中山區下埤里,人民最大黨,2,21,0.42%
臺北市中山區下埤里,民主進步黨,3,1616,32.91%
臺北市中山區下埤里,台灣團結聯盟,4,530,10.79%
臺北市中山區下埤里,中國國民黨,5,2112,43.01%
臺北市中山區下埤里,新黨,6,154,3.13%
臺北市中山區下埤里,健保免費連線,7,33,0.67%
臺北市中山區下埤里,綠黨,8,125,2.54%
臺北市中山區下埤里,親民黨,9,275,5.60%
臺北市中山區下埤里,中華民國臺灣基本法連線,10,2,0.04%
臺北市中山區下埤里,台灣主義黨,11,5,0.10%
臺北市中山區江寧里,台灣國民會議,1,36,0.82%
臺北市中山區江寧里,人民最大黨,2,21,0.48%
臺北市中山區江寧里,民主進步黨,3,1364,31.42%
臺北市中山區江寧里,台灣團結聯盟,4,428,9.85%
臺北市中山區江寧里,中國國民黨,5,1963,45.21%
臺北市中山區江寧里,新黨,6,154,3.54%
臺北市中山區江寧里,健保免費連線,7,17,0.39%
臺北市中山區江寧里,綠黨,8,112,2.58%
臺北市中山區江寧里,親民黨,9,240,5.52%
臺北市中山區江寧里,中華民國臺灣基本法連線,10,2,0.04%
臺北市中山區江寧里,台灣主義黨,11,4,0.09%
臺北市中山區江山里,台灣國民會議,1,43,0.88%
臺北市中山區江山里,人民最大黨,2,13,0.26%
臺北市中山區江山里,民主進步黨,3,1629,33.51%
臺北市中山區江山里,台灣團結聯盟,4,575,11.83%
臺北市中山區江山里,中國國民黨,5,2061,42.40%
臺北市中山區江山里,新黨,6,125,2.57%
臺北市中山區江山里,健保免費連線,7,44,0.90%
臺北市中山區江山里,綠黨,8,122,2.51%
臺北市中山區江山里,親民黨,9,238,4.89%
臺北市中山區江山里,中華民國臺灣基本法連線,10,1,0.02%
臺北市中山區江山里,台灣主義黨,11,9,0.18%
臺北市中山區中吉里,台灣國民會議,1,16,0.46%
臺北市中山區中吉里,人民最大黨,2,15,0.43%
臺北市中山區中吉里,民主進步黨,3,1306,37.72%
臺北市中山區中吉里,台灣團結聯盟,4,398,11.49%
臺北市中山區中吉里,中國國民黨,5,1319,38.09%
臺北市中山區中吉里,新黨,6,100,2.88%
臺北市中山區中吉里,健保免費連線,7,15,0.43%
臺北市中山區中吉里,綠黨,8,90,2.59%
臺北市中山區中吉里,親民黨,9,202,5.83%
臺北市中山區中吉里,中華民國臺灣基本法連線,10,1,0.02%
臺北市中山區中吉里,台灣主義黨,11,0,0.00%
臺北市中山區中原里,台灣國民會議,1,21,0.65%
臺北市中山區中原里,人民最大黨,2,13,0.40%
臺北市中山區中原里,民主進步黨,3,1093,34.09%
臺北市中山區中原里,台灣團結聯盟,4,363,11.32%
臺北市中山區中原里,中國國民黨,5,1300,40.54%
臺北市中山區中原里,新黨,6,89,2.77%
臺北市中山區中原里,健保免費連線,7,15,0.46%
臺北市中山區中原里,綠黨,8,118,3.68%
臺北市中山區中原里,親民黨,9,186,5.80%
臺北市中山區中原里,中華民國臺灣基本法連線,10,3,0.09%
臺北市中山區中原里,台灣主義黨,11,5,0.15%
臺北市中山區興亞里,台灣國民會議,1,31,0.96%
臺北市中山區興亞里,人民最大黨,2,7,0.21%
臺北市中山區興亞里,民主進步黨,3,1058,32.91%
臺北市中山區興亞里,台灣團結聯盟,4,353,10.98%
臺北市中山區興亞里,中國國民黨,5,1365,42.47%
臺北市中山區興亞里,新黨,6,93,2.89%
臺北市中山區興亞里,健保免費連線,7,24,0.74%
臺北市中山區興亞里,綠黨,8,73,2.27%
臺北市中山區興亞里,親民黨,9,206,6.40%
臺北市中山區興亞里,中華民國臺灣基本法連線,10,4,0.12%
臺北市中山區興亞里,台灣主義黨,11,0,0.00%
臺北市中山區中央里,台灣國民會議,1,19,0.83%
臺北市中山區中央里,人民最大黨,2,3,0.13%
臺北市中山區中央里,民主進步黨,3,729,31.91%
臺北市中山區中央里,台灣團結聯盟,4,220,9.63%
臺北市中山區中央里,中國國民黨,5,1017,44.52%
臺北市中山區中央里,新黨,6,87,3.80%
臺北市中山區中央里,健保免費連線,7,14,0.61%
臺北市中山區中央里,綠黨,8,55,2.40%
臺北市中山區中央里,親民黨,9,134,5.86%
臺北市中山區中央里,中華民國臺灣基本法連線,10,2,0.08%
臺北市中山區中央里,台灣主義黨,11,4,0.17%
臺北市中山區朱馥里,台灣國民會議,1,47,1.25%
臺北市中山區朱馥里,人民最大黨,2,11,0.29%
臺北市中山區朱馥里,民主進步黨,3,1150,30.67%
臺北市中山區朱馥里,台灣團結聯盟,4,326,8.69%
臺北市中山區朱馥里,中國國民黨,5,1729,46.11%
臺北市中山區朱馥里,新黨,6,124,3.30%
臺北市中山區朱馥里,健保免費連線,7,24,0.64%
臺北市中山區朱馥里,綠黨,8,99,2.64%
臺北市中山區朱馥里,親民黨,9,228,6.08%
臺北市中山區朱馥里,中華民國臺灣基本法連線,10,1,0.02%
臺北市中山區朱馥里,台灣主義黨,11,10,0.26%
臺北市中山區龍洲里,台灣國民會議,1,22,0.63%
臺北市中山區龍洲里,人民最大黨,2,12,0.34%
臺北市中山區龍洲里,民主進步黨,3,582,16.88%
臺北市中山區龍洲里,台灣團結聯盟,4,158,4.58%
臺北市中山區龍洲里,中國國民黨,5,2110,61.23%
臺北市中山區龍洲里,新黨,6,208,6.03%
臺北市中山區龍洲里,健保免費連線,7,19,0.55%
臺北市中山區龍洲里,綠黨,8,71,2.06%
臺北市中山區龍洲里,親民黨,9,257,7.45%
臺北市中山區龍洲里,中華民國臺灣基本法連線,10,6,0.17%
臺北市中山區龍洲里,台灣主義黨,11,1,0.02%
臺北市中山區朱園里,台灣國民會議,1,18,0.68%
臺北市中山區朱園里,人民最大黨,2,8,0.30%
臺北市中山區朱園里,民主進步黨,3,880,33.46%
臺北市中山區朱園里,台灣團結聯盟,4,322,12.24%
臺北市中山區朱園里,中國國民黨,5,1081,41.10%
臺北市中山區朱園里,新黨,6,84,3.19%
臺北市中山區朱園里,健保免費連線,7,18,0.68%
臺北市中山區朱園里,綠黨,8,69,2.62%
臺北市中山區朱園里,親民黨,9,142,5.39%
臺北市中山區朱園里,中華民國臺灣基本法連線,10,5,0.19%
臺北市中山區朱園里,台灣主義黨,11,3,0.11%
臺北市中山區埤頭里,台灣國民會議,1,20,0.87%
臺北市中山區埤頭里,人民最大黨,2,5,0.21%
臺北市中山區埤頭里,民主進步黨,3,701,30.59%
臺北市中山區埤頭里,台灣團結聯盟,4,213,9.29%
臺北市中山區埤頭里,中國國民黨,5,1087,47.44%
臺北市中山區埤頭里,新黨,6,70,3.05%
臺北市中山區埤頭里,健保免費連線,7,8,0.34%
臺北市中山區埤頭里,綠黨,8,60,2.61%
臺北市中山區埤頭里,親民黨,9,121,5.28%
臺北市中山區埤頭里,中華民國臺灣基本法連線,10,2,0.08%
臺北市中山區埤頭里,台灣主義黨,11,4,0.17%
臺北市中山區朱崙里,台灣國民會議,1,20,1.06%
臺北市中山區朱崙里,人民最大黨,2,8,0.42%
臺北市中山區朱崙里,民主進步黨,3,604,32.29%
臺北市中山區朱崙里,台灣團結聯盟,4,208,11.12%
臺北市中山區朱崙里,中國國民黨,5,790,42.24%
臺北市中山區朱崙里,新黨,6,55,2.94%
臺北市中山區朱崙里,健保免費連線,7,14,0.74%
臺北市中山區朱崙里,綠黨,8,52,2.78%
臺北市中山區朱崙里,親民黨,9,115,6.14%
臺北市中山區朱崙里,中華民國臺灣基本法連線,10,3,0.16%
臺北市中山區朱崙里,台灣主義黨,11,1,0.05%
臺北市中山區力行里,台灣國民會議,1,40,1.09%
臺北市中山區力行里,人民最大黨,2,10,0.27%
臺北市中山區力行里,民主進步黨,3,1197,32.67%
臺北市中山區力行里,台灣團結聯盟,4,435,11.87%
臺北市中山區力行里,中國國民黨,5,1559,42.56%
臺北市中山區力行里,新黨,6,88,2.40%
臺北市中山區力行里,健保免費連線,7,19,0.51%
臺北市中山區力行里,綠黨,8,94,2.56%
臺北市中山區力行里,親民黨,9,216,5.89%
臺北市中山區力行里,中華民國臺灣基本法連線,10,2,0.05%
臺北市中山區力行里,台灣主義黨,11,3,0.08%
臺北市中山區復華里,台灣國民會議,1,25,0.85%
臺北市中山區復華里,人民最大黨,2,12,0.41%
臺北市中山區復華里,民主進步黨,3,719,24.70%
臺北市中山區復華里,台灣團結聯盟,4,237,8.14%
臺北市中山區復華里,中國國民黨,5,1534,52.71%
臺北市中山區復華里,新黨,6,129,4.43%
臺北市中山區復華里,健保免費連線,7,23,0.79%
臺北市中山區復華里,綠黨,8,62,2.13%
臺北市中山區復華里,親民黨,9,159,5.46%
臺北市中山區復華里,中華民國臺灣基本法連線,10,5,0.17%
臺北市中山區復華里,台灣主義黨,11,5,0.17%
臺北市松山區精忠里,台灣國民會議,1,23,0.83%
臺北市松山區精忠里,人民最大黨,2,10,0.36%
臺北市松山區精忠里,民主進步黨,3,766,27.71%
臺北市松山區精忠里,台灣團結聯盟,4,211,7.63%
臺北市松山區精忠里,中國國民黨,5,1330,48.11%
臺北市松山區精忠里,新黨,6,157,5.68%
臺北市松山區精忠里,健保免費連線,7,9,0.32%
臺北市松山區精忠里,綠黨,8,88,3.18%
臺北市松山區精忠里,親民黨,9,166,6.00%
臺北市松山區精忠里,中華民國臺灣基本法連線,10,2,0.07%
臺北市松山區精忠里,台灣主義黨,11,2,0.07%
臺北市松山區東光里,台灣國民會議,1,28,0.60%
臺北市松山區東光里,人民最大黨,2,15,0.32%
臺北市松山區東光里,民主進步黨,3,1194,25.72%
臺北市松山區東光里,台灣團結聯盟,4,349,7.51%
臺北市松山區東光里,中國國民黨,5,2376,51.18%
臺北市松山區東光里,新黨,6,239,5.14%
臺北市松山區東光里,健保免費連線,7,26,0.56%
臺北市松山區東光里,綠黨,8,144,3.10%
臺北市松山區東光里,親民黨,9,263,5.66%
臺北市松山區東光里,中華民國臺灣基本法連線,10,4,0.08%
臺北市松山區東光里,台灣主義黨,11,4,0.08%
臺北市松山區龍田里,台灣國民會議,1,40,0.62%
臺北市松山區龍田里,人民最大黨,2,14,0.21%
臺北市松山區龍田里,民主進步黨,3,1149,17.96%
臺北市松山區龍田里,台灣團結聯盟,4,300,4.69%
臺北市松山區龍田里,中國國民黨,5,3698,57.82%
臺北市松山區龍田里,新黨,6,533,8.33%
臺北市松山區龍田里,健保免費連線,7,20,0.31%
臺北市松山區龍田里,綠黨,8,202,3.15%
臺北市松山區龍田里,親民黨,9,429,6.70%
臺北市松山區龍田里,中華民國臺灣基本法連線,10,4,0.06%
臺北市松山區龍田里,台灣主義黨,11,6,0.09%
臺北市松山區東昌里,台灣國民會議,1,12,0.71%
臺北市松山區東昌里,人民最大黨,2,5,0.29%
臺北市松山區東昌里,民主進步黨,3,508,30.13%
臺北市松山區東昌里,台灣團結聯盟,4,160,9.48%
臺北市松山區東昌里,中國國民黨,5,777,46.08%
臺北市松山區東昌里,新黨,6,70,4.15%
臺北市松山區東昌里,健保免費連線,7,4,0.23%
臺北市松山區東昌里,綠黨,8,43,2.55%
臺北市松山區東昌里,親民黨,9,101,5.99%
臺北市松山區東昌里,中華民國臺灣基本法連線,10,5,0.29%
臺北市松山區東昌里,台灣主義黨,11,1,0.05%
臺北市松山區東勢里,台灣國民會議,1,26,0.93%
臺北市松山區東勢里,人民最大黨,2,6,0.21%
臺北市松山區東勢里,民主進步黨,3,777,27.84%
臺北市松山區東勢里,台灣團結聯盟,4,274,9.82%
臺北市松山區東勢里,中國國民黨,5,1307,46.84%
臺北市松山區東勢里,新黨,6,151,5.41%
臺北市松山區東勢里,健保免費連線,7,14,0.50%
臺北市松山區東勢里,綠黨,8,92,3.29%
臺北市松山區東勢里,親民黨,9,140,5.01%
臺北市松山區東勢里,中華民國臺灣基本法連線,10,2,0.07%
臺北市松山區東勢里,台灣主義黨,11,1,0.03%
臺北市松山區中華里,台灣國民會議,1,39,0.97%
臺北市松山區中華里,人民最大黨,2,9,0.22%
臺北市松山區中華里,民主進步黨,3,1063,26.64%
臺北市松山區中華里,台灣團結聯盟,4,316,7.91%
臺北市松山區中華里,中國國民黨,5,1965,49.24%
臺北市松山區中華里,新黨,6,213,5.33%
臺北市松山區中華里,健保免費連線,7,23,0.57%
臺北市松山區中華里,綠黨,8,115,2.88%
臺北市松山區中華里,親民黨,9,238,5.96%
臺北市松山區中華里,中華民國臺灣基本法連線,10,5,0.12%
臺北市松山區中華里,台灣主義黨,11,4,0.10%
臺北市松山區民有里,台灣國民會議,1,45,0.80%
臺北市松山區民有里,人民最大黨,2,17,0.30%
臺北市松山區民有里,民主進步黨,3,1705,30.66%
臺北市松山區民有里,台灣團結聯盟,4,513,9.22%
臺北市松山區民有里,中國國民黨,5,2547,45.80%
臺北市松山區民有里,新黨,6,211,3.79%
臺北市松山區民有里,健保免費連線,7,23,0.41%
臺北市松山區民有里,綠黨,8,173,3.11%
臺北市松山區民有里,親民黨,9,318,5.71%
臺北市松山區民有里,中華民國臺灣基本法連線,10,2,0.03%
臺北市松山區民有里,台灣主義黨,11,6,0.10%
臺北市松山區民福里,台灣國民會議,1,26,0.61%
臺北市松山區民福里,人民最大黨,2,9,0.21%
臺北市松山區民福里,民主進步黨,3,1015,24.04%
臺北市松山區民福里,台灣團結聯盟,4,287,6.79%
臺北市松山區民福里,中國國民黨,5,2235,52.94%
臺北市松山區民福里,新黨,6,233,5.52%
臺北市松山區民福里,健保免費連線,7,18,0.42%
臺北市松山區民福里,綠黨,8,94,2.22%
臺北市松山區民福里,親民黨,9,296,7.01%
臺北市松山區民福里,中華民國臺灣基本法連線,10,4,0.09%
臺北市松山區民福里,台灣主義黨,11,4,0.09%
臺北市松山區松基里,台灣國民會議,1,23,0.95%
臺北市松山區松基里,人民最大黨,2,13,0.53%
臺北市松山區松基里,民主進步黨,3,738,30.57%
臺北市松山區松基里,台灣團結聯盟,4,249,10.31%
臺北市松山區松基里,中國國民黨,5,1070,44.32%
臺北市松山區松基里,新黨,6,93,3.85%
臺北市松山區松基里,健保免費連線,7,15,0.62%
臺北市松山區松基里,綠黨,8,63,2.60%
臺北市松山區松基里,親民黨,9,144,5.96%
臺北市松山區松基里,中華民國臺灣基本法連線,10,1,0.04%
臺北市松山區松基里,台灣主義黨,11,5,0.20%
臺北市松山區莊敬里,台灣國民會議,1,30,0.85%
臺北市松山區莊敬里,人民最大黨,2,14,0.39%
臺北市松山區莊敬里,民主進步黨,3,991,28.15%
臺北市松山區莊敬里,台灣團結聯盟,4,250,7.10%
臺北市松山區莊敬里,中國國民黨,5,1801,51.16%
臺北市松山區莊敬里,新黨,6,142,4.03%
臺北市松山區莊敬里,健保免費連線,7,21,0.59%
臺北市松山區莊敬里,綠黨,8,85,2.41%
臺北市松山區莊敬里,親民黨,9,181,5.14%
臺北市松山區莊敬里,中華民國臺灣基本法連線,10,3,0.08%
臺北市松山區莊敬里,台灣主義黨,11,2,0.05%
臺北市松山區東榮里,台灣國民會議,1,40,0.78%
臺北市松山區東榮里,人民最大黨,2,9,0.17%
臺北市松山區東榮里,民主進步黨,3,1438,28.05%
臺北市松山區東榮里,台灣團結聯盟,4,430,8.39%
臺北市松山區東榮里,中國國民黨,5,2449,47.78%
臺北市松山區東榮里,新黨,6,283,5.52%
臺北市松山區東榮里,健保免費連線,7,12,0.23%
臺北市松山區東榮里,綠黨,8,168,3.27%
臺北市松山區東榮里,親民黨,9,287,5.60%
臺北市松山區東榮里,中華民國臺灣基本法連線,10,5,0.09%
臺北市松山區東榮里,台灣主義黨,11,4,0.07%
臺北市松山區新益里,台灣國民會議,1,26,0.82%
